symptoms	sentences
disgusting	A little nauseous when you can't sleep, but a little yellow.
abdominal distention,gastrointestinal discomfort	My stomach was sick after dinner last night, twice at night, and I'm still sick, a little swollen and sick. Last time I was in the same room for half a month, would you be pregnant?
disgusting,gastrointestinal discomfort	But last night until now, my stomach was sick, and now I don't want to throw up, but I still feel bad.
abdominal distention,gastrointestinal discomfort	My stomach was sick after dinner last night, twice at night, and I'm still sick, a little swollen and sick. Could it be food poisoning? Or gastrointestinal inflammation.
heat	By the way, there's still a fever of 37.6
diarrhea,bowel sound	Hello, doctor. My stomach's been grunting for a while.
gastrointestinal discomfort	I used to get sick of my stomach too.
ventilation	It's been a while, but it's not good enough, and sometimes it's a stomach problem to fart. Thank you, doctor.
abdominal pain	The navels are yellow, stinking, pains around the navel. I haven't had a navel in my memory recently, and I don't remember anything that hurt it.
gastrointestinal discomfort	For the first time, my stomach had been sick for several days, but it was only today that yellow water was found, and when I first found it, it was covered with yellow water, and since I took care of it, yellow water has been coming out of my belly for three or four hours.
stomach ache,abdominal pain	The stomach suffered for a consecutive week, and suddenly there was no pain, no medication, no connection. The tummy is not feeling well today, the tummy is sore, and it tickles, and the shit happens every day, but it's not easy for a long time.
loose stool,ventilation	Yesterday morning, the shit started normal, the back was broken, the intestinal syrup, Lexicon, and this morning it started with a lot of farts, a little of shit, a little slime, and what's the reason? (Men, 44 years old)
heat	One shit a day, no heat.
bowel sound,abdominal distention	I've been screaming in my stomach for a few days, and it feels like it's swollen, and then it's constipated.
abdominal distention	It's just that the abdominal gas is always very uncomfortable.
abdominal distention	My stomach's up, I can't fart out.(Woman, 36 years old)
abdominal pain	If you eat it, you'll have a stomachache.
ventilation,abdominal distention	I can't control my temper.
diarrhea,abdominal pain	What's with the abdominal diarrhea?
abdominal pain	What's with the abdominal pain?
diarrhea,disgusting,abdominal pain	I ate sea crabs yesterday and today, with stomach pain and diarrhea every time I ate, and I ate a lot today. After dinner, it's 3. Four times. My stomach still hurts. I'm a little sick.
stomach ache,abdominal distention,gastrointestinal discomfort	Two nights ago, he ate an orange in the middle of the night, and since then his stomach has been sick, it's sore, it's not so bad, it's a little swollen, went to the hospital, gave him two pills, took three meals, nothing. What's wrong with that?
hiccup	None of them. Sometimes they burp when they eat something or drink water.
difficult eating	Last night I bought a strong pine and ate six for the first time. Then I went online and found that the hormones were a little scared, and I asked another doctor that he said he wanted me to eat five times a day this morning until I didn't eat six days. But last night when I came back from night shift, I just woke up, and I didn't really think I could stop meds right now, or did I scare myself?
abdominal distention	50-year-old girl constipated, she's pregnant. What should I do?
disgusting,abdominal distention	Mom, there's always constipation, usually four to five days of pooping, very small, very dry. This time it's been about a week, it's got a swell stomach, and it's a little of vomiting.
bitterness in the mouth	What's the reason for the bitterness of the evening and the morning?
bitterness in the mouth	Since the beginning of the cold five months ago, the diet used to be more greasy and saltier. How can you treat them? Thank you!
indigestion,abdominal distention	Doctor, I've been feeling a little indigestion lately. After lunch, my stomach started swollen until around 4:00 p.m., and then I started hungry at 5:00 p.m.
stomach ache,abdominal distention	The stomach swells, it doesn't hurt, it doesn't feel good.
abdominal pain	Sometimes when I wake up in the morning, my stomach hurts.
abdominal pain	Sometimes the stomach doesn't hurt.
stomach ache	I don't know why my stomach hurts so much every morning.
stomach ache	Ten minutes at a time.
gastrointestinal discomfort	(man, right under the belly, man, 37)
ventilation,indigestion	The first child is 13 years old, he's got a constipation situation in the last month, and sometimes he doesn't go to the bathroom for two or three days, at least two days.
stomach ache	Last night I had some wine and I had some seafood stomach pains. There was a history of stomach disease and gas trophy for a period of time. (Woman, 25 years old)
hot heart	It's a painkiller. It's hot in the stomach with a thick tongue.
hemorrhoid	Is hemorrhoids a piece? That I shouldn't have.
hiccup	There are symptoms, and now there's breath, and there's an early heart attack.
abdominal pain	Takeout at noon, all at 11:00 p.m. I can't go to the hospital if my stomach hurts so much at 1:00. He hanged Omelazepam, Oxygen and glucose. Just hang it out. Do you want to take any more pills?
abdominal pain	When I was hungry, I had a pain in my stomach, and Dr. Spring water said it was a 12-finger ulcer.
abdominal pain	It hurts from time to time. It started more than two months ago. Furthermore, it's just a stomachache, it's had intestinal inflammation.
disgusting	It's going to be disgusting before. But very few.
heat,counter-current	No heat, no anti-acid.
abdominal pain	Oh, my God.
abdominal pain	Doctor, my kid has been sick every summer for the last two years. Take her to the hospital and get cold. Take some anti-inflammation pills!
abdominal pain	You don't buy junk food, you buy snacks in supermarkets, you eat ice cream when it's hot. But sometimes you eat it, you don't cry for stomach pain. Sometimes you throw up instead.
disgusting,gastrointestinal discomfort	I'm a little sick about what it's like to throw up.
cough	And there's coughing.
indigestion,gastrointestinal discomfort	Every time you eat, you feel sick and want to go to the bathroom, it's like you're in your stomach, and you're drinking water or drinking it's like you're in your stomach, and you're eating some emulsifiers, and you can still ask if it's okay to eat your whole intestinal.
gastrointestinal discomfort	I used to feel bad about my stomach.
loose stool	I'm not sure what I'm talking about.
bowel sound	I don't know.
loose stool	Every time I watch shit, it's not cool.
abdominal distention	A little abdominal.
black poo	Before, after eating spleen intestines, the shit turned black.
black poo	It's not dark if you don't eat that shit.
hiccup,abdominal distention	And there's a doctor, and his stomach has risen in recent times, and there's always something out here with his throat, and he can't swallow it. It doesn't help if you throw up. You're always hiccups.
abdominal pain	Woman, what's with the 24-year-old abdominal pain?
disgusting	I don't know what you're talking about.
stomach ache	My stomach hurts, and eating sunflowers is a little light, but it still hurts. What do we do?
diarrhea,disgusting	Yeah, it's hot, it's kind of vomiting, but it's not vomiting, it's not diarrhea.
stomach ache	It's a stomach ache.
disgusting	Aggressive thoughts.
blood in stool,abdominal pain	Like drinking yesterday, eating hot pots, having a stomach ache, bleeding, asking what's going on. Blood can happen once in a month. It's not much, but it's easy to have it.
